,id_municipio,nome_municipio,ano,meanApgar1
0,3300100,Angra Dos Reis,2020,7.965075154730327
1,3300159,Aperibé,2020,8.6
2,3300209,Araruama,2020,8.1265664160401
3,3300225,Areal,2020,9.0
4,3300233,Armação Dos Búzios,2020,8.252595155709342
5,3300258,Arraial Do Cabo,2020,8.56842105263158
6,3300308,Barra Do Piraí,2020,8.422222222222222
7,3300407,Barra Mansa,2020,8.332562174667437
8,3300456,Belford Roxo,2020,7.93975255513717
9,3300506,Bom Jardim,2020,8.76923076923077
10,3300605,Bom Jesus Do Itabapoana,2020,8.615646258503402
11,3300704,Cabo Frio,2020,8.430243445692884
12,3300803,Cachoeiras De Macacu,2020,8.25925925925926
13,3300902,Cambuci,2020,8.275
14,3300951,Comendador Levy Gasparian,2020,9.0
15,3301009,Campos Dos Goytacazes,2020,8.229301894290634
16,3301108,Cantagalo,2020,8.611226611226611
17,3301207,Carmo,2020,8.783854166666666
18,3301306,Casimiro De Abreu,2020,8.376647834274953
19,3301405,Conceição De Macabu,2020,9.0
20,3301504,Cordeiro,2020,8.48
21,3301603,Duas Barras,2020,8.63265306122449
22,3301702,Duque De Caxias,2020,8.328948679621325
23,3301801,Engenheiro Paulo De Frontin,2020,9.0
24,3301850,Guapimirim,2020,8.166204986149584
25,3301876,Iguaba Grande,2020,6.0
26,3301900,Itaboraí,2020,8.553933495539335
27,3302007,Itaguaí,2020,8.450431034482758
28,3302106,Itaocara,2020,8.537117903930131
29,3302205,Itaperuna,2020,8.02030124426981
30,3302254,Itatiaia,2020,8.431818181818182
31,3302270,Japeri,2020,6.0
32,3302304,Laje Do Muriaé,2020,8.544303797468354
33,3302403,Macaé,2020,8.476190476190476
34,3302502,Magé,2020,7.9784379492093915
35,3302601,Mangaratiba,2020,8.746268656716419
36,3302700,Maricá,2020,8.381345926800472
37,3302858,Mesquita,2020,8.500296912114015
38,3302908,Miguel Pereira,2020,8.260536398467433
39,3303005,Miracema,2020,8.575949367088608
40,3303104,Natividade,2020,8.695652173913043
41,3303203,Nilópolis,2020,8.408442150015183
42,3303302,Niterói,2020,8.37941890797877
43,3303401,Nova Friburgo,2020,8.337693798449612
44,3303500,Nova Iguaçu,2020,8.180993580798214
45,3303609,Paracambi,2020,8.752525252525253
46,3303708,Paraíba Do Sul,2020,8.791666666666666
47,3303807,Paraty,2020,8.598006644518273
48,3303906,Petrópolis,2020,8.331149331149332
49,3303955,Pinheiral,2020,8.340909090909092
50,3304003,Piraí,2020,8.463976945244957
51,3304102,Porciúncula,2020,9.0
52,3304110,Porto Real,2020,8.343558282208589
53,3304144,Queimados,2020,8.204081632653061
54,3304151,Quissamã,2020,8.16184971098266
55,3304201,Resende,2020,8.517458777885548
56,3304300,Rio Bonito,2020,8.088564058469476
57,3304409,Rio Claro,2020,8.58955223880597
58,3304524,Rio Das Ostras,2020,8.422912858013406
59,3304557,Rio De Janeiro,2020,8.35795667152682
60,3304607,Santa Maria Madalena,2020,7.806451612903226
61,3304706,Santo Antônio De Pádua,2020,8.637704918032787
62,3304755,São Francisco De Itabapoana,2020,8.333333333333334
63,3304805,São Fidélis,2020,8.640569395017794
64,3304904,São Gonçalo,2020,8.45730633802817
65,3305000,São João Da Barra,2020,8.43298969072165
66,3305109,São João De Meriti,2020,8.190954773869347
67,3305158,São José Do Vale Do Rio Preto,2020,8.655737704918034
68,3305208,São Pedro Da Aldeia,2020,8.184183142559833
69,3305307,São Sebastião Do Alto,2020,8.632183908045977
70,3305406,Sapucaia,2020,5.666666666666667
71,3305505,Saquarema,2020,8.389087656529517
72,3305554,Seropédica,2020,8.264299802761341
73,3305703,Sumidouro,2020,8.833333333333334
74,3305802,Teresópolis,2020,8.457988165680474
75,3305901,Trajano De Moraes,2020,8.567901234567902
76,3306008,Três Rios,2020,8.464212678936605
77,3306107,Valença,2020,8.083710407239819
78,3306156,Varre-Sai,2020,8.275590551181102
79,3306206,Vassouras,2020,8.094835680751174
80,3306305,Volta Redonda,2020,8.43610657966286
